index,name,min_age,max_age,region,edu,edu_limit,job
505,기능인력 청년인턴 장려금 지원,18,34,경상북도,고졸,제한없음,재직자
505,기능인력 청년인턴 장려금 지원,18,34,경상북도,대학 졸업예정,제한없음,재직자
505,기능인력 청년인턴 장려금 지원,18,34,경상북도,대졸,제한없음,재직자
506,김포사랑 청년재직자 내일채움공제,19,34,경기도,제한없음,제한없음,재직자
507,면접정장 무료대여 청나래 운영,19,34,경기도,제한없음,제한없음,미취업자
508,창원시 전략산업 부흥 프로젝트,18,34,경상남도,제한없음,제한없음,미취업자
509,김해형 청년 1인 크리에이터 육성사업,19,39,경상남도,제한없음,제한없음,재직자
510,취업준비 청년 면접정장 사업,15,39,경기도,제한없음,제한없음,미취업자
511,청년농업인 드론방제단 지원사업,0,100,광주광역시,제한없음,제한없음,재직자
512,충북전략산업 전문연구인력 채용지원,20,39,충청북도,석·박사,제한없음,미취업자
513,우수모범기업 청년인턴사업,18,39,경상북도,제한없음,제한없음,미취업자
513,우수모범기업 청년인턴사업,18,39,경상북도,제한없음,제한없음,재직자
514,충북글로벌게임센터,0,100,충청북도,제한없음,제한없음,제한없음
515,청양사랑형 청년내일채움공제,15,34,충청남도,대졸,제한없음,재직자
516,대학생 멘토링 지원사업,19,26,부산광역시,대학생,제한없음,미취업자
517,미래신산업 및 철강산업 경쟁력강화를 통한 일자리 생태계 조성,0,100,경상북도,제한없음,제한없음,미취업자
518,청년세대를 위한 평생교육 활성화 지원,0,100,충청북도,제한없음,제한없음,제한없음
519,조선업희망센터 집단상담 프로그램,0,100,울산광역시,제한없음,제한없음,미취업자
520,지역주도형 청년일자리 사업(도전! 양주 청년미래로 일자리사업),18,39,경기도,제한없음,제한없음,미취업자
521,온라인일자리박람회,18,60,전라남도,제한없음,제한없음,제한없음
522,지역산업 맞춤형 일자리창출지원사업,0,100,전라북도,제한없음,제한없음,제한없음
523,부산권 대학 취업네트워크 활성화 사업,0,100,부산광역시,대학 재학,제한없음,미취업자
523,부산권 대학 취업네트워크 활성화 사업,0,100,부산광역시,대졸,제한없음,미취업자
524,사회적기업활성화 청년인력지원 프로젝트,18,39,부산광역시,제한없음,제한없음,미취업자
526,대학일자리센터 사업,0,100,전라북도,제한없음,제한없음,제한없음
527,민간기업 통합 정기채용지원,0,100,제주도,제한없음,제한없음,제한없음
528,지역주도형 청년일자리사업,0,39,전라북도,제한없음,제한없음,제한없음
530,대학발전 육성사업,0,100,강원도,대학 재학,제한없음,미취업자
531,지역특화청년무역전문가양성,0,100,광주광역시,대학 재학,제한없음,제한없음
532,사회적경제조직 청년일자리 지원사업,18,39,부산광역시,제한없음,제한없음,미취업자
533,노량진 청년일자리센터 운영,19,34,서울특별시,제한없음,제한없음,제한없음
534,경남 수출농업단지 및 수출전문업체 청년일자리 지원,18,39,경상남도,제한없음,제한없음,미취업자
535,취업보장형 고교·전문대 통합교육 육성사업,0,100,전라북도,고교 재학,제한없음,제한없음
535,취업보장형 고교·전문대 통합교육 육성사업,0,100,전라북도,대학 재학,제한없음,제한없음
536,청년 취업박람회,18,39,충청남도,제한없음,제한없음,미취업자
537,맞춤일자리 동행면접,0,100,강원도,제한없음,제한없음,미취업자
538,지역산업맞춤형 일자리 창출 지원사업,0,100,서울특별시,제한없음,제한없음,미취업자
539,(경북) 콘텐츠코리아랩 운영,0,100,경상북도,제한없음,제한없음,제한없음
540,지역주도형 청년 일자리사업,18,39,서울특별시,제한없음,제한없음,미취업자
541,청년 취창업 인큐베이팅 지원사업,15,39,경상북도,제한없음,제한없음,미취업자
542,청년 역량강화 교육 및 워크숍,18,100,전라남도,제한없음,제한없음,제한없음
543,청년직무박람회 개최,18,39,경기도,제한없음,제한없음,제한없음
544,사회적경제기업 청년도제 육성,18,39,충청남도,제한없음,제한없음,미취업자
545,청년자립도전 사업단 운영,18,39,부산광역시,제한없음,제한없음,제한없음
546,용인청년 희망옷장 사업,18,39,경기도,제한없음,제한없음,제한없음
547,원미청정구역 운영,0,100,경기도,제한없음,제한없음,제한없음
548,경남청년장인프로젝트 사업,18,39,경상남도,제한없음,제한없음,미취업자
549,창원청년 조선업 인력양성 및 취업 지원,18,34,경상남도,제한없음,제한없음,미취업자
550,경주시 취업박람회,0,100,경상북도,제한없음,제한없음,미취업자
551,나는 목수다,18,39,전라북도,제한없음,제한없음,미취업자
552,청년 미니채용박람회,18,19,부산광역시,고교 졸업예정,제한없음,미취업자
552,청년 미니채용박람회,18,19,부산광역시,고졸,제한없음,미취업자
553,청년 음악창작 활성화 음악창작소 운영,18,50,충청남도,고졸,제한없음,미취업자
553,청년 음악창작 활성화 음악창작소 운영,18,50,충청남도,대졸,제한없음,미취업자
554,청년기획자 양성프로그램 운영,0,100,강원도,제한없음,제한없음,제한없음
555,부산시 지식기반서비스기업 청년인재 지원 사업계획 (지역주도형 청년일자리),18,39,부산광역시,제한없음,제한없음,미취업자
556,청년 창업농 영농정착 지원사업,19,39,대전광역시,제한없음,제한없음,제한없음
557,김해시 사회적공동체 지원센터 운영,0,100,경상남도,대학생,제한없음,제한없음
558,경남 중소기업 청년 활력화 사업,18,39,경상남도,제한없음,제한없음,미취업자
559,청춘야학당 교육프로그램 운영,18,39,경기도,제한없음,제한없음,제한없음
560,NEW취업박람회개최,0,100,강원도,제한없음,제한없음,제한없음
561,청년 드림(Dream)마당 운영 지원사업,0,100,경상남도,제한없음,제한없음,재직자
562,청년예술인 예술활동 무대마련,0,100,경상남도,제한없음,제한없음,제한없음
563,밀양형 내일채움공제,18,34,경상남도,제한없음,제한없음,재직자
564,청년과 문화 상생 프로젝트,19,39,충청북도,제한없음,제한없음,미취업자
565,충남형 일자리 소통공간 운영,18,39,충청남도,제한없음,제한없음,미취업자
566,자동차 부품산업 맞춤인재 육성프로젝트 지원,0,39,경상북도,제한없음,제한없음,미취업자
567,물재생분야 청년일자리 박람회,0,100,서울특별시,제한없음,제한없음,미취업자
568,봉화군 중소기업 청년인턴 지원사업,18,39,경상북도,제한없음,제한없음,미취업자
569,거제형 청년일자리 창출모델 사업,0,100,경상남도,제한없음,제한없음,제한없음
570,"취업보장형 고교, 전문대 통합교육",16,25,전라남도,고교 재학,제한없음,제한없음
571,청년아카데미 운영,19,39,경기도,제한없음,제한없음,제한없음
572,AI 학습데이터 큐레이터 양성교육,18,39,충청남도,제한없음,제한없음,제한없음
573,산학일체형 도제학교 지원,0,100,광주광역시,고교 재학,제한없음,제한없음
574,B-소셜 청년 JOB 드림사업,18,39,부산광역시,제한없음,제한없음,제한없음
575,구로 청년공간 청년이룸 운영,16,39,서울특별시,제한없음,제한없음,제한없음
576,벼락 맞은 면접정장 대여사업,18,39,경기도,제한없음,제한없음,제한없음
577,취업지원 프로그램,18,39,경기도,제한없음,제한없음,미취업자
578,청년 디지털 교육공간 조성,18,39,경기도,제한없음,제한없음,제한없음
579,화장품 창업교육 및 청년인턴 지원,18,39,전라북도,제한없음,제한없음,미취업자
580,청년아지트 나와유 2호점 추가구축,18,39,충청남도,제한없음,제한없음,제한없음
582,학교 4-H 과제활동 지원,0,100,경상남도,제한없음,제한없음,제한없음
583,기차카페 운영을 통한 청년자활지원사업,19,39,경상남도,제한없음,제한없음,제한없음
584,대학일자리센터 운영,15,39,충청북도,대학 재학,제한없음,미취업자
585,대학생 해외연수 지원,0,100,충청북도,대학 재학,제한없음,제한없음
585,대학생 해외연수 지원,0,100,충청북도,대학 졸업예정,제한없음,제한없음
586,맞춤형 일자리 지원,18,39,충청북도,제한없음,제한없음,미취업자
587,청년친화기업 조성 사업,19,39,경기도,제한없음,제한없음,제한없음
588,이주배경(다문화)청년 기술력 향상 및 전문가 양성,16,24,경기도,제한없음,제한없음,제한없음
590,지역특화 청년무역전문가 양성,19,34,충청남도,대학 재학,제한없음,제한없음
591,대학소통의 날 운영,0,100,강원도,제한없음,제한없음,제한없음
592,청년 MICE TECH 전문인력 양성,18,39,부산광역시,제한없음,제한없음,미취업자
593,2021년 로컬크리에이터 지원사업,18,39,부산광역시,제한없음,제한없음,제한없음
594,대학생 아르바이트 운영,0,100,경기도,대학 재학,제한없음,미취업자
595,유잡스(청년일자리카페) 운영,19,39,경기도,제한없음,제한없음,제한없음
596,대학일자리센터 운영 지원,18,39,경상남도,제한없음,제한없음,제한없음
597,지역기반 청년일자리사업,18,45,경상북도,제한없음,제한없음,제한없음
598,사회적경제 청년활동가 지원사업,18,39,경상북도,제한없음,제한없음,미취업자
599,청도 정착형 청년일자리 창출사업,0,39,경상북도,제한없음,제한없음,미취업자
600,경남 장인 프로젝트,18,39,경상남도,제한없음,제한없음,미취업자
601,지자체-대학 협력 기반 지역혁신 사업,18,34,전라남도,대학 재학,제한없음,미취업자
601,지자체-대학 협력 기반 지역혁신 사업,18,34,전라남도,대학 졸업예정,제한없음,미취업자
601,지자체-대학 협력 기반 지역혁신 사업,18,34,전라남도,대졸,제한없음,미취업자
601,지자체-대학 협력 기반 지역혁신 사업,18,34,전라남도,석·박사,제한없음,미취업자
602,여성새로일하기센터 운영,0,100,충청북도,제한없음,제한없음,제한없음
604,청년취업 역량강화 프로그램 운영,18,39,전라북도,제한없음,제한없음,제한없음
605,북한이탈청소년 교육프로그램 지원,18,25,강원도,제한없음,제한없음,제한없음
606,육해상 풍력터빈 O 기술 고급인력양성,18,34,부산광역시,대학 재학,제한없음,재직자
607,대학 핵심역량 강화 지원사업,0,100,제주도,대학 재학,제한없음,제한없음
608,지역항공산업 인력양성 플랫폼 구축운영,0,100,경상북도,제한없음,제한없음,제한없음
609,청년면접정장대여사업,18,34,경상남도,제한없음,제한없음,미취업자
610,항공기 기체제작 인력양성사업,0,100,경상남도,제한없음,제한없음,미취업자
611,취·창업멘토 토크 콘서트,19,34,경상남도,제한없음,제한없음,제한없음
612,청년고용친화적 MICE 생태계 조성,18,39,부산광역시,제한없음,제한없음,미취업자
613,산학협력취업패키지 과정,0,100,전라남도,대학 재학,제한없음,제한없음
614,경남사회적경제 청년부흥 프로젝트사업,18,39,경상남도,제한없음,제한없음,미취업자
615,청년 고용유지사업체 지원사업,0,100,경상남도,제한없음,제한없음,재직자
616,Be Flying 청년문화기획가 in 성주,18,39,경상북도,제한없음,제한없음,미취업자
617,충주 청년관광코디네이터 육성 사업,18,39,충청북도,제한없음,제한없음,미취업자
618,남원시 일자리밴드 잡담(JOB談),0,100,전라북도,제한없음,제한없음,제한없음
619,정선아카데미 운영,0,100,강원도,제한없음,제한없음,제한없음
620,원자력활용분야 일자리박람회,0,100,경상북도,제한없음,제한없음,미취업자
621,예술활동(작품) 디지털화 사업,19,39,경상남도,제한없음,제한없음,제한없음
622,보호종료아동 사후관리 및 취업알선사업,18,100,경상북도,제한없음,제한없음,제한없음
623,글로벌 자동차 전장부품 기능안전기반 SW창의인력양성사업,0,100,경상북도,제한없음,제한없음,제한없음
624,충남도립대학생 인턴,0,100,충청남도,대학 재학,제한없음,미취업자
625,UCLG(세계지방정부연합) 글로벌 청년문화포럼,19,39,제주도,대졸,제한없음,재직자
625,UCLG(세계지방정부연합) 글로벌 청년문화포럼,19,39,제주도,석·박사,제한없음,재직자
626,청년취업 지원사업,18,39,전라북도,제한없음,제한없음,제한없음
627,제주시 지역선도대학육성 사업,0,100,제주도,대학 재학,제한없음,제한없음
627,제주시 지역선도대학육성 사업,0,100,제주도,대학 졸업예정,제한없음,제한없음
628,평택 청년 면접정장 무료대여 서비스,19,39,경기도,제한없음,제한없음,제한없음
629,채용박람회 개최,0,100,경상남도,제한없음,제한없음,미취업자
630,(경남 진주시) 대학일자리센터 운영지원 사업,18,34,경상남도,대학 재학,제한없음,제한없음
631,청년스타트업 지원사업,15,39,경상북도,고교 재학,제한없음,제한없음
631,청년스타트업 지원사업,15,39,경상북도,고교 졸업예정,제한없음,제한없음
631,청년스타트업 지원사업,15,39,경상북도,고졸,제한없음,제한없음
632,청년귀농 농업인턴채용,0,45,경상북도,제한없음,제한없음,제한없음
633,경남 청년 부흥 프로젝트,18,39,경상남도,제한없음,제한없음,미취업자
634,ICT 이노베이션 충남스퀘어 조성,18,100,충청남도,제한없음,제한없음,제한없음
635,청년 온라인 비즈니스 아카데미,18,39,부산광역시,제한없음,제한없음,미취업자
636,비대면 AI/VR 면접체험관 운영,19,39,서울특별시,제한없음,제한없음,미취업자
637,고양 맞춤형 일자리학교,18,39,경기도,제한없음,제한없음,미취업자
638,대학생 직장체험연수 지원제,0,30,경기도,대학 재학,제한없음,제한없음
639,대학일자리센터 운영사업지원,0,100,경상남도,제한없음,제한없음,제한없음
640,지역청년이 일하는 협동조합(지역주도형 청년일자리사업),18,39,경상북도,제한없음,제한없음,제한없음
641,전통공예 청년승계자 특별지원사업,19,39,경상북도,제한없음,제한없음,미취업자
642,글로벌 청년새마을지도자 선발 및 파견,19,39,경상북도,제한없음,제한없음,제한없음
643,디지털 청년정책 웹툰영상 제작,18,39,경기도,제한없음,제한없음,제한없음
644,특성화고 청년 진로탐색 프로그램,0,100,부산광역시,고교 재학,제한없음,제한없음
645,수출기업 무역실무교육,0,100,경상북도,제한없음,제한없음,제한없음
646,사우청년지원센터 운영,19,34,경기도,제한없음,제한없음,제한없음
647,AI.VR면접체험관 운영,18,39,경기도,제한없음,제한없음,제한없음
648,경남 청년 장인 프로젝트,18,39,경상남도,제한없음,제한없음,미취업자
649,청년농부 리더육성 아카데미 교육,19,39,경기도,제한없음,제한없음,제한없음
650,사회적경제 청년혁신가 지원(계속),0,39,전라북도,대학 재학,제한없음,제한없음
651,금융산업 전문인력 양성사업,0,100,전라북도,제한없음,제한없음,제한없음
652,지역이공계 여성인재 활용 촉진사업<국가직접>,0,100,전라북도,고교 재학,제한없음,제한없음
652,지역이공계 여성인재 활용 촉진사업<국가직접>,0,100,전라북도,대학생,제한없음,제한없음
653,공공근로사업(청년일자리),18,39,전라북도,제한없음,대학 재학,미취업자
654,대학생 국외연수,0,100,충청남도,대학 재학,제한없음,제한없음
655,청년 취업 토크 콘서트 개최,18,39,부산광역시,제한없음,제한없음,제한없음
656,2021년 청년 벤처투자자 양성사업,18,39,부산광역시,제한없음,제한없음,제한없음
657,지역대학 글로벌 무역전문가 양성,19,100,경상북도,대학생,제한없음,제한없음
658,AI-VR  면접체험관 운영,18,39,서울특별시,제한없음,제한없음,제한없음
659,용인시립합창단 트레이닝 운영,0,100,경기도,제한없음,제한없음,제한없음
660,현장맞춤형 항공MRO 인력양성사업,0,100,경상남도,제한없음,제한없음,미취업자
661,백신산업 육성 전문인력 양성사업,0,100,경상북도,제한없음,제한없음,미취업자
662,SW중심대학육성지원,0,100,경상북도,제한없음,제한없음,제한없음
663,이웃사촌시범마을 청년플러스사업,19,39,경상북도,제한없음,제한없음,미취업자
664,창녕형 스마트 청년일자리사업,18,39,경상남도,제한없음,제한없음,미취업자
665,고교졸업생 사회진출 성장사다리 지원,0,20,전라남도,고졸,제한없음,미취업자
666,공학교육혁신센터 운영,18,34,전라남도,대학 재학,제한없음,미취업자
666,공학교육혁신센터 운영,18,34,전라남도,대학 졸업예정,제한없음,미취업자
666,공학교육혁신센터 운영,18,34,전라남도,대졸,제한없음,미취업자
666,공학교육혁신센터 운영,18,34,전라남도,석·박사,제한없음,미취업자
667,정읍청년메이커센터 운영,18,44,전라북도,제한없음,제한없음,제한없음
668,창의융합형 인재육성,19,39,충청남도,제한없음,제한없음,제한없음
669,2030 맞춤형 취업지원사업,19,34,서울특별시,제한없음,제한없음,제한없음
670,지역 연구마을 등 유망벤처기업 청년인재매칭사업,19,39,경상북도,대졸,제한없음,미취업자
670,지역 연구마을 등 유망벤처기업 청년인재매칭사업,19,39,경상북도,석·박사,제한없음,미취업자
671,사회적기업 청년부흥프로젝트,18,39,경상남도,제한없음,제한없음,미취업자
672,산업전문 인력양성 사업,0,100,충청북도,대졸,제한없음,제한없음
672,산업전문 인력양성 사업,0,100,충청북도,석·박사,제한없음,제한없음
673,구인구직만남의 날 운영,0,100,전라북도,제한없음,제한없음,미취업자
674,포천형 내일채움공제 지원사업,19,100,경기도,제한없음,제한없음,재직자
675,지능형홈케어산업전문인력양성,19,39,경상북도,제한없음,제한없음,제한없음
676,원자력전문인력양성사업 지원,0,100,경상북도,제한없음,제한없음,제한없음
677,대학교육역량 Plus-up프로그램사업,20,26,경상북도,대학 재학,제한없음,미취업자
678,경력단절여성 지억업교육훈련 프로그램 운영,19,100,경상남도,제한없음,제한없음,제한없음
679,충청북도 취업박람회,0,100,충청북도,제한없음,제한없음,미취업자
680,산업인력 양성 지원사업,19,39,충청북도,제한없음,제한없음,미취업자
680,산업인력 양성 지원사업,19,39,충청북도,제한없음,제한없음,재직자
681,신학관협력 인력양성(대학일자리센터 지원),19,34,경기도,제한없음,제한없음,제한없음
682,대화도서관 공유형 창업·창의 공작소 운영,8,100,경기도,제한없음,제한없음,제한없음
683,예비청년 취업 연계지원사업 DB구축,18,39,전라북도,제한없음,제한없음,미취업자
684,청년 행복 코칭 지원,0,100,전라북도,제한없음,제한없음,제한없음
685,맞춤형 기술인력 교육지원사업,18,65,전라북도,제한없음,제한없음,제한없음
687,산업인공지능 인력양성사업,19,39,경상북도,제한없음,제한없음,제한없음
688,농촌마을 활성화를 위한 청년매니저 운영사업,18,39,경상북도,제한없음,제한없음,미취업자
689,생태콘텐츠 코디네이터 양성사업,18,39,경상남도,제한없음,제한없음,미취업자
690,함안군 청년 공공근로사업,18,35,경상남도,제한없음,제한없음,미취업자
691,산학협력 선도대학(LINC+) 육성,18,34,전라남도,대학 재학,제한없음,미취업자
691,산학협력 선도대학(LINC+) 육성,18,34,전라남도,대학 졸업예정,제한없음,미취업자
691,산학협력 선도대학(LINC+) 육성,18,34,전라남도,대졸,제한없음,미취업자
691,산학협력 선도대학(LINC+) 육성,18,34,전라남도,석·박사,제한없음,미취업자
692,경력단절여성 One-Stop 취업 지원,0,100,전라북도,제한없음,제한없음,제한없음
693,4-H 양성교육,18,39,전라북도,제한없음,제한없음,제한없음
694,청년 진로 jump-up사업,19,39,경기도,제한없음,제한없음,제한없음
695,농촌체험휴양마을 청년사무장 채용,18,39,경상남도,제한없음,제한없음,미취업자
696,지역선도대학 육성사업 지원,0,100,경상북도,제한없음,제한없음,제한없음
697,수소산업 융복합 인력양성사업,0,100,경상북도,제한없음,제한없음,제한없음
698,고성 다이노스타 청년일자리사업,18,39,경상남도,제한없음,제한없음,미취업자
699,청년일자리체험사업,18,39,경상남도,제한없음,제한없음,미취업자
700,청년 일경험드림사업,18,49,전라남도,제한없음,제한없음,미취업자
701,농업인턴제를 활용한 창농지원,0,39,전라북도,제한없음,제한없음,미취업자
702,ICT기업 맞춤형 전문인력 양성사업,0,100,전라북도,제한없음,제한없음,제한없음
703,취업연계 융복합 고급인력양성사업 지원,0,100,전라북도,대졸,제한없음,제한없음
703,취업연계 융복합 고급인력양성사업 지원,0,100,전라북도,대학원생,제한없음,제한없음
704,예산군 일자리박람회 개최,0,100,충청남도,제한없음,제한없음,미취업자
705,2021년 부산 온라인 일자리 박람회,0,100,부산광역시,제한없음,제한없음,미취업자
706,구래청년지원센터 운영,19,34,경기도,제한없음,제한없음,제한없음
708,스마트 제조혁신 선도대학,0,39,경상남도,제한없음,제한없음,미취업자
709,결혼이민여성 글로벌 인재양성사업,0,100,경상북도,고졸,제한없음,제한없음
711,희망을 이루는 청년지원 사업,18,45,충청북도,제한없음,제한없음,제한없음
712,"지역주도형 청년일자리사업(부안사랑 산업연계 청년인턴 지원사업,1-2유형)",18,39,전라북도,제한없음,제한없음,제한없음
713,청년네트워크,15,39,충청북도,제한없음,제한없음,제한없음
714,조기취업형 계약학과 육성지원,0,100,경상북도,고졸,제한없음,미취업자
715,산학일체형 도제학교 운영지원,0,100,경상남도,고교 재학,제한없음,제한없음
716,결혼이민여성 이중언어강사 일자리창출사업,0,100,경상북도,제한없음,제한없음,제한없음
717,스타트업 청년채용 연계사업,18,39,경상남도,제한없음,제한없음,미취업자
718,청년장인 프로젝트사업,18,39,경상남도,제한없음,제한없음,미취업자
719,고성 디지털 썬다이노 청년일자리사업,18,39,경상남도,제한없음,제한없음,미취업자
720,경남형 뉴딜일자리사업,18,39,경상남도,제한없음,제한없음,미취업자
721,전문대 재학생단계 일학습병행제,20,25,전라남도,대학 재학,제한없음,제한없음
722,옥천군 일자리센터 운영,0,100,충청북도,제한없음,제한없음,제한없음
723,공정무역 활동가 양성과정,19,100,경기도,제한없음,제한없음,제한없음
724,대학생 공공기관 현장체험 운영,19,34,경기도,대학 재학,제한없음,제한없음
725,농어촌종합지원센터,0,100,전라북도,제한없음,제한없음,제한없음
726,아동 교육 울타리지원,18,24,전라북도,대학 재학,제한없음,제한없음
726,아동 교육 울타리지원,18,24,전라북도,대학 졸업예정,제한없음,제한없음
726,아동 교육 울타리지원,18,24,전라북도,대졸,제한없음,제한없음
727,농촌청년 현장활동가 육성,0,100,전라북도,제한없음,제한없음,제한없음
728,청년 4-H회 과제 교육 지원,19,39,경상남도,제한없음,제한없음,제한없음
729,희망 꽃단지 조성 청년 매니저 운영,18,49,전라남도,제한없음,제한없음,미취업자
731,이공분야 대학 중점연구소 지원,0,100,전라북도,석·박사,제한없음,제한없음
732,목포 수산식품 산단 취업지원,0,100,전라남도,제한없음,제한없음,제한없음
733,청년4-H회 교육 운영 지원,18,39,경상남도,제한없음,제한없음,제한없음
734,HuStar 대경혁신인재 양성 프로젝트,19,39,경상북도,대졸,제한없음,미취업자
734,HuStar 대경혁신인재 양성 프로젝트,19,39,경상북도,대학 졸업예정,제한없음,미취업자
735,대학생 일자리 DREAM UP,0,100,경기도,제한없음,제한없음,미취업자
736,인재채용 오디션데이 운영,0,100,충청북도,제한없음,제한없음,제한없음
737,(예비) 사회적기업 육성사업,0,100,충청북도,제한없음,제한없음,제한없음
738,산학연 프로젝트 Lab 지원,18,34,충청북도,대학 재학,제한없음,미취업자
738,산학연 프로젝트 Lab 지원,18,34,충청북도,대학 졸업예정,제한없음,미취업자
738,산학연 프로젝트 Lab 지원,18,34,충청북도,대졸,제한없음,미취업자
738,산학연 프로젝트 Lab 지원,18,34,충청북도,석·박사,제한없음,미취업자
739,소프트웨어중심대학지원,0,100,전라북도,제한없음,제한없음,제한없음
740,사회맞춤형 산학협력 선도대학(LINC+) 육성<국가직접>,0,100,전라북도,제한없음,제한없음,제한없음
741,전북미래산업-청년창업 연계사업,19,39,전라북도,제한없음,제한없음,제한없음
742,청년농부 인큐베이팅 시스템 운영,18,40,충청남도,제한없음,제한없음,미취업자
743,대학입시상담센터 운영,0,100,충청남도,제한없음,제한없음,제한없음
744,호텔리어 취업연계 교육,19,34,경기도,제한없음,제한없음,제한없음
745,면접정장 대여사업,18,34,경기도,제한없음,제한없음,제한없음
746,글로벌 해양수산대학생 초청 연수,0,100,경상북도,대학생,제한없음,미취업자
747,지역주도형 청년일자리 지원,18,39,경상남도,제한없음,제한없음,제한없음
748,사회적경제 청년부흥 프로젝트사업,18,39,경상남도,제한없음,제한없음,미취업자
749,공공근로사업,18,39,경상남도,제한없음,제한없음,제한없음
750,해남군 전남 청년 일자리카페 운영,18,49,전라남도,제한없음,제한없음,미취업자
751,"지역주도형 청년일자리사업(농어촌 공동체 청년인턴 지원사업,1-1유형)",18,39,전라북도,제한없음,제한없음,제한없음
753,전북우수기업-청년창업 연계사업,19,39,전라북도,제한없음,제한없음,제한없음
754,2단계 공학교육혁신센터<국가직접>,0,100,전라북도,대학 재학,제한없음,제한없음
754,2단계 공학교육혁신센터<국가직접>,0,100,전라북도,대학 졸업예정,제한없음,제한없음
755,대학일자리 센터 운영,18,34,경기도,제한없음,제한없음,제한없음
756,농업인학습단체 과제교육 지원,0,100,경상남도,제한없음,제한없음,제한없음
757,산학일체형 도제학교 지원,0,100,경상북도,고교 재학,제한없음,제한없음
758,경남 수출농업단지 및 수출전문업체 청년 일자리 지원 사업,18,39,경상남도,제한없음,제한없음,미취업자
759,행복지기 일반사업,18,75,경상남도,제한없음,제한없음,미취업자
760,행복지기 청년사업,18,39,경상남도,제한없음,제한없음,제한없음
761,사회맞춤형 산학협력 선도대학 육성사업,0,100,전라북도,제한없음,제한없음,제한없음
762,전북청년 지역정착 지원사업,18,39,전라북도,제한없음,제한없음,제한없음
763,청년농업인 안전성 실용교육 지원,19,40,충청남도,제한없음,제한없음,제한없음
764,특성화고 청년인턴 사업,18,34,경기도,고교 졸업예정,제한없음,미취업자
765,대학일자리센터 운영,0,100,경기도,제한없음,제한없음,미취업자
767,청년아카데미,19,39,충청북도,제한없음,제한없음,제한없음
768,청년인턴제운영사업,0,39,충청북도,제한없음,제한없음,제한없음
769,사회적경제 청년혁신가 지원,18,39,전라북도,대졸,제한없음,미취업자
770,고양시 면접정장 대여사업,18,39,경기도,대학 재학,제한없음,제한없음
770,고양시 면접정장 대여사업,18,39,경기도,대학 졸업예정,제한없음,제한없음
771,2020년 군민 정보화교육 운영,0,100,전라남도,제한없음,제한없음,제한없음
772,공학교육혁신 선도센터<국가직접>,0,100,전라북도,대학 재학,제한없음,제한없음
772,공학교육혁신 선도센터<국가직접>,0,100,전라북도,대학 졸업예정,제한없음,제한없음
773,청년농업인 경영 진단분석 컨설팅사업,18,39,충청남도,제한없음,제한없음,제한없음
774,양평청년 꿈Dream지원 서비스 (면접정장 무료대여),18,39,경기도,제한없음,제한없음,제한없음
775,청년 취업면접 프로그램 운영,18,39,경기도,제한없음,제한없음,미취업자
776,지역대학연계 농식품 창업 교육,0,100,전라북도,대학 재학,제한없음,제한없음
777,사회적경제기업 청년매니저 지원사업(지역주도형 청년일자리사업),18,39,전라남도,제한없음,제한없음,미취업자
778,창의융합형 공학인재 양성지원사업,0,100,전라북도,제한없음,제한없음,제한없음
779,보은군일자리종합지원센터 운영,18,39,충청북도,제한없음,제한없음,제한없음
780,과천시 청년옷장,19,39,경기도,제한없음,제한없음,제한없음
